created_at,username,cleaned_text,hashtags,favorite_count,retweet_count,reply_count,quote_count,image_url,location,lang,tweet_url,engagement,sentiment
2025-09-26 14:38:13+00:00,,isi wawancara macron sesuai nubuat ini sudah dikatakan oleh isa bin maryam mereka akan membuat perjanjian keamanan dan perdamaian dan mereka membicarakan yudea dan samaria macron pengakuan negara palestina adalah rencana perdamaian dan keamanan untuk semua dalam 3 pilar,[],7,0,1,0,https://pbs.twimg.com/media/G1x6M4fbEAA7cJ4.jpg,,in,https://x.com/undefined/status/1971585101499965799,7,neutral
2025-09-26 09:11:16+00:00,,jadi pro palestina dan pro hamas itu berbeda yah makanya waktu serangan 7 oktober gw kritik kok udah masuk malah pada keluar lagi kirain ada adegan bom bunuh diri massal ke persenjataan canggih israel kalah ma pejuang kemerdekaan ri,[],4,3,2,0,,,in,https://x.com/undefined/status/1971502822224224687,7,negative
2025-09-26 12:25:11+00:00,,sosoan mau jadi pahlawan tapi tidak tahu sejarah secara benar dan tidak faham akar masalah sengketa palestina dan israel jadinya bikin kesel orangorang menurut dia sedang dibel kan dungu namanya,[],7,0,2,0,,,in,https://x.com/undefined/status/1971551622993252781,7,negative
2025-09-26 22:27:47+00:00,,sudah berapa kali pbb membahas pembebasan palestina sudah berapa kali ktt mengadakan pertemuan dan membahas hal yg sama semua pertemuan itu tanpa makna para pemimpin dunia pintar ber retorika tetapi tak ada nyali untuk mengirimkan bala tentaranya termasuk konoha,[],4,3,0,0,,,in,https://x.com/undefined/status/1971703274106769771,7,negative
2025-09-26 09:21:37+00:00,,masalahnya mahmoud abbas ni banyak dikritik oleh warlok palestina karena tidak bisa berbuat apaapa ketika militer israel masuk ke wilayah tepi barat,[],5,2,0,0,,,in,https://x.com/undefined/status/1971505428623495241,7,negative
2025-09-26 10:18:15+00:00,,duta besar palestina untuk rusia palestina ajukan permohonan bergabung dengan brics duta besar palestina untuk rusia abdalhafiz nofal mengumumkan bahwa negara palestina telah resmi mengajukan permohonan untuk bergabung dengan forum internasional brics brics merupakan,[],6,1,0,1,https://pbs.twimg.com/media/G1w-sxvagAAJ47x.jpg,,in,https://x.com/undefined/status/1971519679593324862,7,neutral
2025-09-26 04:07:03+00:00,,nice conclutiongw pro palestina but gak pro perilaku membunuh org dengan orientasi sexual berbeda bedain dong ahhaha,[],6,0,1,0,,,in,https://x.com/undefined/status/1971426262880264598,6,negative
2025-09-26 13:01:57+00:00,,sementara pihak palestina sendiri memilih tss jadi gimana,[],5,1,1,0,,,in,https://x.com/undefined/status/1971560877309800825,6,negative
2025-09-26 11:52:36+00:00,,malamm braw mau mintol isi kuesioner penelitian dibawah dongg terimakasiiii banyak kriteria responden 1 wni berusia minimal 18 tahun 2 beragama islam 3 survei tentang permasalahan di jalur gaza palestina link,[],5,1,3,0,,,in,https://x.com/undefined/status/1971543424978374945,6,neutral
2025-09-26 22:26:40+00:00,,yg bikin warga palestina bertahan sampe detik ini apa coba kalau bukan karena keimanan mereka,[],6,0,0,0,,,in,https://x.com/undefined/status/1971702991708475445,6,negative
2025-09-26 22:01:07+00:00,,beda martabat nyawa orang palestina lebih penting dari nyawa orang bandung,[],6,0,1,0,,,in,https://x.com/undefined/status/1971696564168282168,6,neutral
2025-09-26 14:37:11+00:00,,lebih dari 238000 warga palestina telah meninggal terluka atau hilang sejak israel melancarkan kampanye genosida laporan terbaru berdasarkan data intelijen militer israel menunjukkan bahwa lebih dari 80 persen dari mereka yang meninggal di wilayah kantong tersebut,[],5,1,1,0,,,in,https://x.com/undefined/status/1971584844892352841,6,neutral
2025-09-26 05:54:34+00:00,,di pbb pidato gagah berani bela palestina pulangnya berani gak bela konstitusi dan hukum ri adilijokowi makzulkangibran gantikapolri bubarkandpr berantas kkn mafia impor mafia tambang mafia tanah dll mafia bem si bem ui bem itb bem ugm forum purnawirawan tni,"['AdiliJokowi', 'MakzulkanGibran', 'GantiKapolri', 'BubarkanDPR']",4,2,4,0,https://pbs.twimg.com/media/G1wCWOJaAAEhi7t.jpg,,in,https://x.com/undefined/status/1971453320419275112,6,neutral
2025-09-26 09:18:25+00:00,,freepalestine indonesia bersama palestina orang baik bersama palestina,['FreePalestine'],5,1,0,0,,,in,https://x.com/undefined/status/1971504624747339956,6,positive
2025-09-26 07:52:00+00:00,,justru dengan eksitensi tss itu ngisrael bakal mikir jutaan kali kalo mau beringas kebablasan solusi oss sama aja bikon semangat idf gaspol ngedelete palestina,[],3,3,0,0,,,in,https://x.com/undefined/status/1971482876312215938,6,negative
2025-09-26 05:34:15+00:00,,ustaz cendekiawan muslim tetapi ternyata dungunya ga ketulungan ga paham masalah palestina ngomong asal kilapah bisa² disampluk umat kristiani amp yahudi palestina,[],6,0,3,0,,,in,https://x.com/undefined/status/1971448208829407382,6,negative
2025-09-26 13:09:05+00:00,,apapun masalahnya khilaf aah solusinya ya beginilah narasi pengasong khilafah utk jual jualannya yg udh usang pdhal kita tau organisasi perlawanan di palestina seperti hamas fatah plo dll tujuannya adalah berjuang utk palestina merdeka bukan khilaf aah,[],3,2,2,0,https://pbs.twimg.com/media/G1xlzKDbYAATt8F.jpg,,in,https://x.com/undefined/status/1971562669837848663,5,negative
2025-09-26 12:24:52+00:00,,bener walaupun kadang buat kita sakit nyatanya palestina lebih sakit,[],5,0,0,0,,,in,https://x.com/undefined/status/1971551542798139500,5,negative
2025-09-26 09:15:00+00:00,,sebanyak 157 negara telah akui palestina sebagai negara buka peluang besar bagi palestina untuk jadi anggota penuh pbb namun dosen ini menyebut akan ada tantangan internal yang bakal jadi konsekuensi via,[],5,0,0,0,,,in,https://x.com/undefined/status/1971503762008350871,5,neutral
2025-09-26 07:08:51+00:00,,wrga palestina yg mana yg bilang jgn2 cuma propaganda aja biar bisa di terima tinggal di negeri ini,[],5,0,1,0,,,in,https://x.com/undefined/status/1971472016495739034,5,negative
2025-09-26 09:55:54+00:00,,di video ini 02082013 mendiang pemimpin hizbullah syahid sayyed hasan nasrallah menegaskan bahwa hizbullah tidak akan meninggalkan palestina nasrallah,['Nasrallah'],3,2,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1971513953386627072/pu/img/FyI-uz16gLAhb0LV.jpg,,in,https://x.com/undefined/status/1971514057275605138,5,neutral
2025-09-26 14:25:25+00:00,,khazarianmentok mcm likudnya netanyahu gk pro twostate solution tss di israel yg pro tss oposisi2 mcm yesh atidnya yair lapid amp yisrael beiteinunya avigdor lieberman kingmaker disana lieberman bhkn nawarin otoritas palestina wilayah yg lbh luas drpd konsensi 1967,[],4,1,1,0,,,in,https://x.com/undefined/status/1971581880182161436,5,negative
2025-09-26 18:12:00+00:00,,bangsa papua juga punya hak yang sama dengan bangsa palestina untuk merdeka lewat papua,[],2,3,0,0,,,in,https://x.com/undefined/status/1971638902630109562,5,negative
2025-09-26 14:14:59+00:00,,israel ama iran tuh pengen rebutan wilayah dan sebenernya iran tuh ngga mewakilkan palestina tapi make dalil dukung palestina agar dapat dukungan dari luar padahal mah sama aja kayak israel,[],5,0,1,0,,,in,https://x.com/undefined/status/1971579255571308935,5,negative
2025-09-26 11:12:45+00:00,,mewakili rakyat palestina,[],5,0,1,0,,,in,https://x.com/undefined/status/1971533395797873147,5,neutral
2025-09-26 12:22:07+00:00,,homs suriah masjid agung khalid bin walid radhiyallahu anhu persembahan syair mujahidin suriah untuk alaqsha yaa allah sebagaimana telah engkau buka suriah untuk kami maka bukankan pula palestina,[],4,1,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1971550787810766848/pu/img/8jHk_kpXof1sG1Iy.jpg,,in,https://x.com/undefined/status/1971550850305925137,5,negative
2025-09-26 12:15:51+00:00,,mahmoud abbas harusnya rekonsiliasi dengan hamas setidaknya stabilisasi politik dan perkuatan pasukan pertahanan palestina dengan mengintegrasikan sayap militer hamas didalamnya klo gini gini terus gak usah kaget klo pengaruh hamas makin kuat,[],4,1,1,1,,,in,https://x.com/undefined/status/1971549276049465659,5,neutral
2025-09-26 06:27:05+00:00,,berikan jari tengah terhadap pemerintah israel dan pemerintah palestina jangan menyalahkan rakyat israel dan rakyat palestina termasuk untuk para pihak yang mencari nafkah atas nama kemanusiaan perang israelpalestina arena perang,[],4,0,0,0,,,in,https://x.com/undefined/status/1971461504999489917,4,negative
2025-09-26 06:27:44+00:00,,palestina ajukan diri gabung brics dubes palestina untuk rusia abdel hafiz nofal kami sudah mengajukan aplikasi palestina akan ikut sebagai tamu sampai syarat terpenuhi untuk jadi anggota penuh belum ada respons resmi brics berdiri 2006 kini beranggotakan rusia,[],2,2,1,2,https://pbs.twimg.com/media/G1wJ7zfW4AAhAhh.jpg,,in,https://x.com/undefined/status/1971461668635910203,4,neutral
2025-09-26 06:20:02+00:00,,innalillahi wa inna ilaihi rajiuun mengapa liga muslim tidak menginstruksikan sholat ghaib dan doa kunut nazillah setiap hari sementara rakyat gaza dan seluruh palestina dibom dan dibunuh dengan berbagai cara oleh tentara zionis setiap hari setiap hari,[],3,1,0,0,,,in,https://x.com/undefined/status/1971459731861741655,4,negative
2025-09-26 16:10:30+00:00,,itu pak presiden sebaikmya segera pulang saja gak usah pidato mikirin bangsa palestina segala biarin saja,[],2,2,0,0,,,in,https://x.com/undefined/status/1971608326439153785,4,negative
2025-09-26 05:34:09+00:00,,manusia ibliss bajingan pembunuh umat manusia di palestina semoga terkutuk dimanpun berada,[],4,0,1,0,,,in,https://x.com/undefined/status/1971448182942171357,4,negative
2025-09-26 05:24:27+00:00,,makanya uefa dan fifa itu dikatain standar ganda saat rusia invasi ukraina langsung ban russia tapi saat israel yang sudah bertahuntahun melakukan serangan ke palestina kagak ada tuh tindakannya fifa dan uefa malah mereka menutup mata deh,[],4,0,0,0,,,in,https://x.com/undefined/status/1971445741144174815,4,negative
2025-09-26 03:38:58+00:00,,jangan bosen2 bahas palestina ya guys viral ataupun tidak yes hmm,[],3,1,0,0,https://pbs.twimg.com/media/G1vjT6LbwAA6SjH.jpg,,in,https://x.com/undefined/status/1971419196316909826,4,negative
2025-09-26 06:03:06+00:00,,tambah lebanon dan palestina gaza,[],4,0,1,0,,,in,https://x.com/undefined/status/1971455467814842615,4,neutral
2025-09-26 13:17:00+00:00,,pemilu palestina bukan gaza doang euy kecuali kalo ngeyel mah terserah,[],4,0,1,0,,,in,https://x.com/undefined/status/1971564664682316278,4,negative
2025-09-26 10:50:00+00:00,,palestina inataka kujiunga na brics balozi alisema nchi imeomba uanachama lakini bado haijapata jibu awali palestina inaweza kukubaliwa kama mwanachama mgeni ikitimiza masharti ya uanachama kamili alibainisha balozi wa palestina nchini urusi abdel hafiz nofal,[],4,0,0,0,https://pbs.twimg.com/media/G1w2IubXYAAO6sC.jpg,,in,https://x.com/undefined/status/1971527669578973573,4,neutral
2025-09-26 11:37:55+00:00,,menteri pertahanan menhan sjafrie sjamsoeddin bersama panglima tni jenderal agus subiyanto menerima 44 kadet universitas pertahanan unhan asal palestina di kantor kementerian pertahanan jakarta jumat 2692025 klik untuk baca unhan palestina,"['UNHAN', 'Palestina']",2,2,0,0,https://pbs.twimg.com/media/G1xQ7JgasAALpQJ.jpg,,in,https://x.com/undefined/status/1971539727372484731,4,neutral
2025-09-26 14:34:06+00:00,,selama seminggu terakhir misi otoritas palestina di pbb telah mengirimkan surat kepada para pemimpin dunia yang mendorong mereka untuk meninggalkan pidato netanyahu mengecamnya sebagai penjahat perang,[],4,0,1,0,,,in,https://x.com/undefined/status/1971584065934639450,4,neutral
2025-09-26 14:18:40+00:00,,chile ini jadi rumah terbesar komunitas imigran palestina diluar timur tengah bahkan sampai ada yang mendirikan klub sepakbola cd palestino,[],4,0,0,0,,,in,https://x.com/undefined/status/1971580184970310016,4,neutral
2025-09-26 07:50:49+00:00,,buat ahok aja bisa buat palestina malah kagak,[],4,0,0,0,,,in,https://x.com/undefined/status/1971482579057717756,4,negative
2025-09-26 15:18:00+00:00,,hai ya video itu benar ini dari konser residente di zócalo mexico city pada 6 september 2025 dengan gt180000 orang berkumpul meneriakkan palestina libre dan mendukung palestina dikonfirmasi oleh billboard dan tasnim news,[],3,1,1,0,,,in,https://x.com/undefined/status/1971595116919001546,4,neutral
2025-09-26 09:57:58+00:00,,menyerukan pemindahan penduduk gaza survei yang dilakukan tbi menunjukkan bahwa lebih dari 25 warga gaza mendukung beberapa bentuk keterlibatan internasional dalam pemerintahan pascaperang dengan sekitar sepertiganya mendukung peran otoritas palestina hamas telah menyerukan,[],4,0,1,0,,,in,https://x.com/undefined/status/1971514573992915046,4,neutral
2025-09-26 03:42:40+00:00,,pilih mn palestina diakui sbg negara merdeka punya struktur organisasi legal bisa punya presiden tentara dan wilayah teritori dan kl israel nyerang palestina sdh bisa serang balik tanpa sembunyi² sprti pejuang² mujahidin lakuin hamas dll atau sprti skrg dianggap tanah tak,[],3,0,0,0,,,in,https://x.com/undefined/status/1971420127464915376,3,negative
2025-09-26 03:47:43+00:00,,ya allah hancurkan dan berikan balasan lebih pahit di dunia dan akhirat kepada bangsat kotoran anjing kera gila israel zionist dan seluruh sekutunya yang membuat kerusakan dan penderitaan yang sangat dahsyat kepada anakanak perempuan dan bangsa palestina freepalestina jumat,"['FreePalestina', 'Jumat']",3,0,2,0,,,in,https://x.com/undefined/status/1971421399836393913,3,negative
2025-09-26 12:22:46+00:00,,dear another ndut selain wowo mending lu rekonsiliasi ama hamas buat stabilisasi politik sekaligus perkuatan pasukan pertahanan palestina dengan gabungin unit militer hamas didalamnya klo ginigini terus lu gausah kaget klo dukungan ke hamas makin meningkat,[],3,0,0,0,,,in,https://x.com/undefined/status/1971551015184032071,3,positive
2025-09-26 07:44:42+00:00,,itulah mengakui kebedaraan negara israhell sama saja mendukung penjajahan dan perebutan wilayah palestina oleh israhell karena faktanya pendirian negara israhell modern diawali dgn pendirian negara dalam negara oleh para pengungsi yahudi yg ditampung pemerintah palestina masa,[],2,1,0,0,,,in,https://x.com/undefined/status/1971481037223100688,3,negative
2025-09-26 06:48:57+00:00,,di tengah momentum sidang majelis umum perserikatan bangsabangsa pbb mantan duta besar palestina untuk afrika selatan dan prancis salman el herfi menyerukan aksi nyata global ia mendesak komunitas internasional khususnya negaranegara yang baru mengakui palestina untuk,[],2,1,0,0,https://pbs.twimg.com/media/G1wOyLtaAAAHXdo.jpg,,in,https://x.com/undefined/status/1971467007561474235,3,neutral
2025-09-26 09:57:16+00:00,,tersebut akan bertindak sebagai otoritas politik dan hukum tertinggi bagi gaza selama masa transisi dewan tersebut akan terdiri dari pejabat senior pbb pemimpin bisnis internasional setidaknya satu perwakilan palestina dan perwakilan muslim rencana tersebut tidak,[],3,0,1,0,,,in,https://x.com/undefined/status/1971514401250546075,3,neutral
2025-09-26 09:59:30+00:00,,syarat yang ditolak oleh perdana menteri israel benjamin netanyahu israel belum mendukung kembalinya otoritas palestina ke gaza tetapi dilaporkan telah terlibat secara konstruktif dengan rencana tersebut menteri keuangan bezalel smotrich barubaru ini menggambarkan gaza,[],3,0,1,0,,,in,https://x.com/undefined/status/1971514961907372085,3,neutral
2025-09-26 13:23:59+00:00,,mereka mempermainkan rasa lapar gaza n biarkan allah swt yang membalas mereka kelak mereka jadikan penduduk palestina dari perang terdahulu atau pengungsian nakba seolah olah itu adalah gaza dan sama saja n kami sangat menyesalkan hal hal sperti ini bila banyak para donatur,[],3,0,1,0,,,in,https://x.com/undefined/status/1971566422397743227,3,negative
2025-09-26 09:53:53+00:00,,palestina pa sambil menunggu reformasi internal blair 72 dilaporkan menawarkan diri untuk memimpin badan sementara tersebut dengan syarat badan tersebut pada akhirnya akan mengembalikan kekuasaan kepada otoritas palestina menurut the economist blair siap mendedikasikan,[],3,0,1,0,,,in,https://x.com/undefined/status/1971513547206410588,3,neutral
2025-09-26 06:24:41+00:00,,ya mana wowok tau yang dia tau hanya ngomong berapiapi tapi zero esensi soal penghapusan segala bentuk penjajahan dimuka bumi aja dia gak paham malah blunder dg win win solution solusinya itu mengusir zionis israel dari bumi palestina gitu aja wowok gak paham,[],3,0,0,0,,,in,https://x.com/undefined/status/1971460902718410800,3,negative
2025-09-26 05:19:25+00:00,,wajah dua pemimpin dunia inggris kanada dan australia baru saja mengakui palestina sebagai negara namun di balik gestur diplomatik itu mereka tetap memperkuat militer israel,[],2,1,0,0,,,in,https://x.com/undefined/status/1971444478373495024,3,neutral
2025-09-26 13:22:13+00:00,,ya n mengubah objek donasi gaza menjadi jordan adalah bentuk kejahatan donasi yang kelaparan itu adalah gaza bukan pengungsi nakba palestina yang ada di jordan ataupun mesir ataupun lebanon n kalau seperti itu maka aktivis sumud flotilla tidak akan berusaha tuk menembus gaza,[],3,0,1,0,,,in,https://x.com/undefined/status/1971565975079428281,3,negative
2025-09-26 09:58:35+00:00,,beberapa perwakilan presiden otoritas palestina mahmoud abbas mengatakan pada hari kamis bahwa otoritas palestina siap untuk memikul tanggung jawab atas pemerintahan dan keamanan di gaza hamas telah menyerukan beberapa perwakilan dalam peran nonmiliter termasuk pendidikan,[],3,0,1,0,,,in,https://x.com/undefined/status/1971514731572957240,3,neutral
2025-09-26 09:59:14+00:00,,dua minggu untuk mencari dukungan regional atas rencana tersebut dengan fokus khusus pada upaya mendapatkan dukungan dari arab saudi putra mahkota saudi mohammed bin salman telah menyatakan bahwa setiap peta jalan pascaperang harus mencakup jalan menuju negara palestina sebuah,[],3,0,1,0,,,in,https://x.com/undefined/status/1971514896350351438,3,neutral
2025-09-26 10:57:14+00:00,,ya justru kecaman dia yang tidak mewakili rakyat palestina karena dia tidak berbuat apa2 terhadap tindakan zionis israel dan sekutunya kepada rakyat tepi barat yang tanah dan rumahnya diambil paksa oleh pendudukan,[],2,1,0,0,,,in,https://x.com/undefined/status/1971529491555156228,3,negative
2025-09-26 10:43:25+00:00,,palestina telah mengajukan permohonan keanggotaan penuh brics tetapi belum menerima tanggapan dan berencana untuk terus berpartisipasi sebagai tamu,[],3,0,0,0,,,in,https://x.com/undefined/status/1971526012501639330,3,neutral
2025-09-26 22:37:47+00:00,,ide prabowo baik ini rencana taktikal diplomasi tujuannya agar palestina mendapat pengakuan sebagai negara berdaulat sesegera mungkin diterima sejajar sebagai nation state dalam forum pbbtujuan strategisya tetap harus diperjuangkan jangka panjang cara ini mirip indonesia,[],2,0,1,0,,,in,https://x.com/undefined/status/1971705789103682005,2,neutral
2025-09-26 03:40:23+00:00,,lah kan dia pro sirewel mangkanya gk ngirim bantuan ke palestina,[],2,0,0,0,,,in,https://x.com/undefined/status/1971419552190955558,2,negative
2025-09-26 18:17:14+00:00,,rais wa uturuki recep tayyip erdogan amempongeza waziri mkuu wa uingereza keir starmer kuhusu hatua ya uingereza kutambuwa taifa la palestina katika mazungumzo yao kwa njia ya simu,[],2,0,0,0,https://pbs.twimg.com/media/G1ysVQ6WIAElshB.jpg,,in,https://x.com/undefined/status/1971640220496908585,2,neutral
2025-09-26 05:13:31+00:00,,perang gaza mengubah jalanan di kotakota besar eropa dan barat menjadi ajang aksi unjuk rasa membela palestina dan mengecam keras aksi genosida israel di gaza kolom adadikompas,"['Kolom', 'AdadiKompas']",1,1,1,0,,,in,https://x.com/undefined/status/1971442991286866001,2,neutral
2025-09-26 04:32:48+00:00,,bekerja sama dgn washingtonpadahal washington lah yg kirim rudal dan bom untuk menghancurkan palestina terlihat jelas riyadh jadi antek washington,[],2,0,0,0,,,in,https://x.com/undefined/status/1971432746829611340,2,negative
2025-09-26 05:11:08+00:00,,untuk mempermudah dalam memahami konflik berikut ini merupakan timeline yang bisa digunakan 1 1882 1903 aliyah pertama yahudi bermigrasi dari eropa ke palestina utsmaniyah didukung oleh dana yang diberikan rothschild dan hovevei zion lalu memicu konflik lokal akibat,[],2,0,1,0,,,in,https://x.com/undefined/status/1971442390180430189,2,neutral
2025-09-26 05:11:04+00:00,,migrasi pertama yahudi 1882 pada akhir abad ke19 terjadi gelombang migrasi yahudi pertama ke palestina yang dikenal sebagai aliyah pertama 1882 1903 menandai awal ketegangan modern antara komunitas yahudi dan arab migrasi ini didorong oleh antisemitisme yang meningkat,[],2,0,1,0,,,in,https://x.com/undefined/status/1971442377115206034,2,neutral
2025-09-26 05:11:05+00:00,,invasi inggris ke kekaisaran utsmaniyah kepentingan inggris di kekaisaran utsmaniyah pada awal abad ke20 didorong oleh ambisi kolonial dan kebutuhan strategis untuk mengamankan jalur perdagangan global palestina yang terletak dekat terusan suez merupakan wilayah kunci untuk,[],2,0,1,0,,,in,https://x.com/undefined/status/1971442379908649180,2,neutral
2025-09-26 15:29:01+00:00,,tiap pihak merasa terluka tiap pihak merasa ga adil sialnya palestina adalah kalah perang dgn israel th 1949 ditambah para sekutu arabnya yg inkompeten sialnya israel adalah zionisme yg merupakan wujud rasisme,[],2,0,0,0,,,in,https://x.com/undefined/status/1971597886690595270,2,negative
2025-09-26 15:28:53+00:00,,daftar militer ai yang digunakan zionist untuk menargetkan warga palestina baik di gaza maupun di tepi barat freepalestine gazagenocide westbank militaryai,"['FreePalestine', 'GazaGenocide', 'westbank', 'MilitaryAI']",2,0,0,1,,,in,https://x.com/undefined/status/1971597853832446120,2,neutral
2025-09-26 06:30:07+00:00,,langkah bersejarah di eropa terjadi ketika prancis secara resmi mengakui palestina sebagai negara merdeka prabowo sidangpbb proofoffortification suho pertamina tiktok live onepiece twicepalooza hideandsis gmmtv zonauang bioremicellarxbt21 namjoon,"['Prabowo', 'SidangPBB', 'ProofOfFortification', 'SUHO', 'ONEPIECE', 'TWICEPALOOZA', 'HideAndSis', 'GMMTV', 'zonauang', 'BioreMicellarxBT21']",2,0,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1971462169574445056/pu/img/fZooAR7HlC-Zw2bF.jpg,,in,https://x.com/undefined/status/1971462267020640631,2,neutral
2025-09-26 05:43:09+00:00,,mungkin penasehat palestina pak prabowo itu abu janda al boliwoody,[],0,2,0,0,,,in,https://x.com/undefined/status/1971450451087458399,2,neutral
2025-09-26 06:00:00+00:00,,badan amil zakat nasional baznas ri bersama lembaga kemanusiaan asal mesir mishr al kheir kembali mengirimkan 14 truk logistik berisi 20 ribu karton bantuan untuk masyarakat gaza palestina,[],2,0,0,0,,,in,https://x.com/undefined/status/1971454690253733942,2,neutral
2025-09-26 06:07:09+00:00,,kadang bingung dgn yg suka bernarasi seolah negara arab itu cuek dgn penderitaan rakyat palestina padahal klo tau dalemnya kita akan malu kita cm koar2 tp mereka org2 arab tdk dgn koar2 memberikan bantuan dan suaka hingga sprt warganya sendiri,[],2,0,1,0,,,in,https://x.com/undefined/status/1971456488729403841,2,negative
2025-09-26 16:03:19+00:00,,dan mereka kebanyakan susah menjawab dua pertanyaan ini siapakah raja palestina dan apa nama kerajaan palestina,[],2,0,0,0,,,in,https://x.com/undefined/status/1971606517834252423,2,negative
2025-09-26 16:39:08+00:00,,aksi walkout ini dikoordinasikan sebelumnya oleh misi otoritas palestina di pbb yang mendesak para pemimpin untuk memprotes kebijakan netanyahu di tengah konflik gaza,[],2,0,0,0,,,in,https://x.com/undefined/status/1971615534589644943,2,neutral
2025-09-26 05:42:20+00:00,,aku yg junatan biasanya doa buat kesehatan dan rejeki sekeluarga plus palestina eh tadi ketambahan buat nurunin hujan di sby nawar pula buat datengin mendung aja huhuhuuu sepanas itu surabaya,[],2,0,0,0,,,in,https://x.com/undefined/status/1971450243893035291,2,positive
2025-09-26 06:52:13+00:00,,the fastest and safest solution for now selain karna rakyat palestina yg secepatnya harus di beri kebebasan juga karna jika genosida semakin lama dibiarkan tentunya world war lll semakin di depan mata seluruh dunia juga sdh persiapan perang btw,[],2,0,0,0,,,in,https://x.com/undefined/status/1971467829452079297,2,negative
2025-09-26 07:10:00+00:00,,ri siap bantu pendanaan unrwa untuk palestina melalui baznas,[],2,0,0,0,,,in,https://x.com/undefined/status/1971472304392503487,2,neutral
2025-09-26 15:14:13+00:00,,sekilasinfo pm israel benjamin netanyahu kecam negara barat atas pengakuan negara palestina secara sepihak dalam pidatonya di debat umum sidang umum pbb ke80 pada jumat 269 menyebut langkah itu mengirim pesan bahwa membunuh yahudi bayar dividen,['SEKILASINFO'],1,1,0,0,,,in,https://x.com/undefined/status/1971594162316439708,2,neutral
2025-09-26 08:33:00+00:00,,pemutusan kontak layanan ini menjadi buntut dari investigasi the guardian bersama ibrani local call dan 972 magazine pada 6 agustus 2025 mereka melayangkan dugaan bahwa israel memakai teknologi milik microsoft azure untuk menyadap dan mematamatai palestina,[],2,0,3,0,https://pbs.twimg.com/media/G1wmYhqaIAAQkUf.jpg,,in,https://x.com/undefined/status/1971493194463678964,2,neutral
2025-09-26 09:10:58+00:00,,mengkhawatirkan hal2 yg ga sebanding sama penderitaan warga palestina,[],2,0,0,0,https://pbs.twimg.com/tweet_video_thumb/G1wvTSuaQAAseuP.jpg,,in,https://x.com/undefined/status/1971502749859848596,2,negative
2025-09-26 08:58:43+00:00,,mari kita menjadi bagian dari 6 milyard lebih penduduk bumi yg peduli palestina i love palestina,[],1,1,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1971499575652630528/pu/img/iq5TEtiB31tUXfO1.jpg,,in,https://x.com/undefined/status/1971499663766548769,2,positive
2025-09-26 09:08:37+00:00,,sudah mulai ikuti saran negara² pemberi dukungan kemerdekaan palestina agar palestina pisah ranjang dengan hamas,[],2,0,0,0,,,in,https://x.com/undefined/status/1971502154545610822,2,neutral
2025-09-26 10:39:07+00:00,,pengertian dan syarat2 bisa disebut negara dulu deh kalau sebelum 1948 sdh jd negara palestina siapa presiden palestina saat itu atau sebelumnya misal pernah jd kerajaan siapa aja sih rajanya dan peninggalan sejarah mrk yg tersisa km gali sampai kerak bumi ya gak ada,[],2,0,1,0,,,in,https://x.com/undefined/status/1971524931570798834,2,negative
2025-09-26 10:40:21+00:00,,dengan otoritas yg diakui dengan jelas kemerdekaan nya palestina punya bisa lebih mudah melakukan kerja sama dengan negara lain terutama untuk keamanan nya ketika sudah ada batas teritorial dan garis demarkasi yang jelas seperti pemisahan korea utara dan korea selatan,[],2,0,1,0,,,in,https://x.com/undefined/status/1971525240103833807,2,neutral
2025-09-26 14:34:32+00:00,,beberapa orang malah menyerang yang mendukung one state solution buat palestina dengan segala justifikasi sesatnya amp menganggap two state solution merupakan opsi terbaik menimbang sjtuasi yang ada,[],1,1,0,0,,,in,https://x.com/undefined/status/1971584175514984835,2,negative
2025-09-26 09:59:28+00:00,,156 negara termasuk inggris amp prancis telah akui palestina tapi apakah cukup tanpa gencatan senjata pencabutan blokade penghentian kejahatan israel amp solusi duanegara pengakuan hanya jadi simbol damai sejati atau janji kosong,[],2,0,0,0,https://pbs.twimg.com/media/G1w6ZM_WsAA6Pfl.jpg,,in,https://x.com/undefined/status/1971514951346053160,2,neutral
2025-09-26 10:45:16+00:00,,tanpa pemisahan teritorial yg jelas dengan menilai kondisi situasi saat ini wilayah palestina akan berakhir menjadi israel raya karena setiap sanksi pun akan di veto oleh mamarika,[],2,0,0,0,,,in,https://x.com/undefined/status/1971526478170120279,2,negative
2025-09-26 10:58:30+00:00,,inilah 10 negara yg menolak dan tdk mau mengakui palestina sbg negara merdeka salah satunya yg kemarin dikunjungi samsul papua nugini dik jangan diulangi lagi yahdaripada ke pngmending bagi2 susu sajalah,[],1,1,0,0,https://pbs.twimg.com/media/G1xH6WMbQAA68Mj.jpg,,in,https://x.com/undefined/status/1971529808078389662,2,negative
2025-09-26 10:57:18+00:00,,pidatonya di forum dunia bukan hanya mencerminkan kedangkalannya tentang sejarah tanah palestina tapi dia juga mengangkangi amanah uud lalu orang2 dungu bertepuk tangan tanpa jedah fuckisrael freepalestine,"['FuckIsrael', 'FreePalestine']",2,0,0,0,,,in,https://x.com/undefined/status/1971529509242577097,2,negative
